event_id n event dist az channel stream loc time unc pol toang phase residual tot_wt dist_wt st_q_wt T50 Aref T50Ex Tdom s/n_HF s/n_BRB mB Mwp T0 Mwpd status
1053543075143 292 3 52.62 60.5 KN_EKS2_--_BHZ HF L 2003.05.21-19:00:26.55 0.125 -1 24.9 P -1.40 0.838 0.838 1.000 18.084 60.300 0.300 -1.000 4.826 1.058 6.037 -9.000 11.358 -9.000 s/n_BRB_low
-1 291 -1 -1 -1 UW_MEGW_--_BHZ BRB - 2003.05.21-19:00:19.18 0.340 1 -1.0 -1 -1 -1 -1 1.000 13.739 23.445 0.586 5.224 0.845 3.716 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053543075143 290 3 49.87 314.7 CN_SCHQ_--_BHZ HF L 2003.05.21-19:00:05.88 0.125 -1 25.6 P -1.27 0.858 0.858 1.000 157.362 541.226 0.291 -1.000 5.683 2.625 5.977 -9.000 11.400 -9.000 s/n_BRB_low
1053543075143 289 3 49.20 133.1 IU_KMBO_00_BHZ HF L 2003.05.21-19:00:00.85 0.250 -1 25.8 P -1.46 0.863 0.863 1.000 8.175 25.230 0.324 -1.000 3.996 2.228 5.836 -9.000 11.050 -9.000 s/n_BRB_low
1053542661964 288 1 48.33 48.4 KZ_VOS_--_BHZ HF L 2003.05.21-18:59:53.89 0.075 -1 26.4 S -8.58 0.000 0.869 1.000 14.551 35.819 0.406 -1.000 3.714 2.222 -9.000 -9.000 11.600 -9.000 s/n_BRB_low
1053542661964 286 1 82.92 327.6 UW_OPC_--_BHZ HF L 2003.05.21-18:59:48.30 0.060 0 -1.0 PP -8.57 0.000 0.622 1.000 0.000 485.219 0.000 -1.000 8.837 0.525 -9.000 -9.000 14.140 -9.000 s/n_BRB_low
1053542661964 284 1 47.11 48.3 KZ_ZRN_--_BHZ HF L 2003.05.21-18:59:44.82 0.100 -1 26.7 S -0.44 0.000 0.878 1.000 18.945 91.233 0.208 -1.000 8.802 2.272 -9.000 -9.000 11.700 -9.000 s/n_BRB_low
1053543075143 283 3 45.05 306.0 CN_DRLN_--_BHZ HF L 2003.05.21-18:59:28.92 0.200 -1 26.9 P -0.70 0.893 0.893 1.000 230.056 532.064 0.432 26.750 4.740 3.439 5.990 -9.000 11.200 7.333 OK_HF_BRB
-1 282 -1 -1 -1 II_MBAR_00_BHZ HF L 2003.05.21-18:59:28.53 0.350 1 -1.0 -1 -1 -1 -1 1.000 23.747 59.040 0.402 40.160 2.455 4.068 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053543075143 281 3 42.12 2.4 IU_KBS_00_BHZ HF L 2003.05.21-18:59:06.82 0.300 -1 27.6 P 0.85 0.914 0.914 1.000 0.000 148.917 0.000 -1.000 12.525 0.921 6.094 -9.000 11.900 -9.000 s/n_BRB_low
1053543075143 280 3 42.13 2.4 GE_KBS_00_BHZ HF L 2003.05.21-18:59:06.82 0.300 -1 27.6 P 0.77 0.913 0.913 1.000 0.000 148.917 0.000 -1.000 12.525 0.921 6.094 -9.000 11.900 -9.000 s/n_BRB_low
1053543075143 279 3 41.34 342.3 GE_SUMG_--_BHZ HF L 2003.05.21-18:58:60.00 0.250 -1 27.8 P -0.17 0.919 0.919 1.000 0.000 52.310 0.000 -1.000 4.380 1.502 -9.000 -9.000 11.500 -9.000 s/n_BRB_low
1053543075143 278 3 40.99 43.6 II_ARU_00_BHZ HF L 2003.05.21-18:58:55.09 0.150 1 27.9 P -1.61 0.922 0.922 1.000 107.080 383.400 0.279 -1.000 5.914 0.926 -9.000 -9.000 22.236 -9.000 s/n_BRB_low
1053542661964 275 1 89.20 224.7 CI_GSC_--_BHZ BRB L 2003.05.21-18:57:19.30 0.400 0 14.4 P 1.74 0.577 0.577 1.000 37.442 70.559 0.531 8.534 4.577 34.938 6.700 6.757 21.266 6.896 OK_HF_BRB
1053542661964 274 1 88.71 317.4 CI_TIN_--_BHZ BRB L 2003.05.21-18:57:16.50 2.550 1 14.4 P 1.22 0.581 0.581 1.000 79.282 154.358 0.514 5.912 3.552 32.856 7.001 6.821 25.541 6.993 OK_HF_BRB
-1 272 -1 -1 -1 CI_NEE_--_BHZ BRB - 2003.05.21-18:57:14.28 0.750 0 -1.0 -1 -1 -1 -1 1.000 462.183 430.884 1.073 1.694 1.648 5.199 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053542661964 271 1 87.70 316.2 US_TPNV_--_BHZ BRB L 2003.05.21-18:57:12.03 2.550 1 14.6 P 1.46 0.588 0.588 1.000 36.998 48.216 0.767 8.496 28.408 33.066 6.860 6.900 39.213 7.071 OK_HF_BRB
-1 269 -1 -1 -1 UW_TAKO_--_BHZ BRB - 2003.05.21-18:57:06.14 0.640 1 -1.0 -1 -1 -1 -1 1.000 85.835 124.347 0.690 3.218 1.020 8.325 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053542661964 266 1 85.90 324.8 UO_EUO_--_BHZ BRB L 2003.05.21-18:57:01.91 1.400 1 15.2 P 0.39 0.601 0.601 1.000 44.492 85.756 0.519 5.150 3.829 21.143 6.926 6.600 26.923 7.296 OK_HF_BRB
1053542661964 265 1 85.58 325.2 IU_COR_00_BHZ BRB L 2003.05.21-18:57:01.11 2.550 1 15.2 P 1.19 0.603 0.603 1.000 101.991 230.152 0.443 7.148 8.279 25.822 6.926 6.827 15.450 6.965 OK_HF_BRB
1053542661964 263 1 85.03 323.4 UO_PIN_--_BHZ BRB L 2003.05.21-18:56:59.77 0.140 1 15.4 P 2.27 0.607 0.607 1.000 81.116 280.800 0.289 6.468 66.456 59.931 7.141 6.792 22.500 7.058 OK_HF_BRB
1053542661964 261 1 84.28 229.1 PN_PPREH_--_BHZ BRB L 2003.05.21-18:56:54.95 0.250 1 15.6 P 1.22 0.612 0.612 1.000 402.964 826.706 0.487 4.257 3.578 15.388 7.620 7.175 19.496 7.415 OK_HF_BRB
1053542661964 258 1 84.54 326.6 UW_MEGW_--_BHZ BRB L 2003.05.21-18:56:51.82 0.800 1 15.5 P -2.94 0.611 0.611 1.000 43.774 82.647 0.530 6.225 3.215 22.834 6.866 6.856 40.683 7.409 OK_HF_BRB
1053542661964 257 1 83.50 316.6 US_DUG_--_BHZ BRB L 2003.05.21-18:56:50.66 0.175 1 15.8 P 1.00 0.618 0.618 1.000 55.704 126.226 0.441 6.895 20.122 13.019 6.911 6.753 19.665 6.907 OK_HF_BRB
1053542661964 255 1 82.92 327.6 UW_OPC_--_BHZ BRB L 2003.05.21-18:56:48.48 0.540 1 15.9 P 2.04 0.622 0.622 1.000 94.126 170.784 0.551 4.667 4.469 18.844 7.192 7.198 24.224 7.245 OK_HF_BRB
1053542661964 253 1 82.47 324.4 US_HAWA_--_BHZ BRB L 2003.05.21-18:56:45.36 0.100 1 16.0 P 1.21 0.625 0.625 1.000 57.233 217.170 0.264 8.739 19.592 17.233 6.867 6.915 21.235 7.037 OK_HF_BRB
1053542661964 248 1 81.84 237.8 US_JCT_--_BHZ BRB L 2003.05.21-18:56:41.31 0.100 1 16.2 P 0.43 0.630 0.630 1.000 81.234 219.060 0.371 6.854 8.539 41.609 7.050 6.860 19.639 6.984 OK_HF_BRB
1053542661964 246 1 81.28 45.8 IC_BJT_00_BHZ BRB L 2003.05.21-18:56:38.59 0.200 1 16.3 P 0.77 0.634 0.634 1.000 136.481 491.001 0.278 4.638 25.601 63.951 7.177 6.708 17.960 6.901 OK_HF_BRB
1053542661964 244 1 80.80 317.6 US_AHID_--_BHZ BRB L 2003.05.21-18:56:36.55 0.300 1 16.4 P 0.96 0.637 0.637 1.000 104.396 289.335 0.361 5.832 25.286 87.252 6.948 6.898 15.450 6.939 OK_HF_BRB
1053542661964 241 1 80.37 328.5 CN_LLLB_--_BHZ BRB L 2003.05.21-18:56:33.92 0.100 0 16.5 P 0.87 0.640 0.640 1.000 547.076 1279.472 0.428 8.160 28.783 28.202 6.574 6.587 19.343 6.859 OK_HF_BRB
1053542661964 239 1 79.99 324.5 US_NEW_--_BHZ BRB L 2003.05.21-18:56:31.73 0.150 1 16.6 P 0.71 0.643 0.643 1.000 77.088 307.398 0.251 7.500 66.001 12.746 6.853 6.763 15.350 6.929 OK_HF_BRB
1053542661964 237 1 79.66 312.5 US_ISCO_--_BHZ BRB L 2003.05.21-18:56:29.83 0.325 1 16.7 P 0.27 0.645 0.645 1.000 61.526 194.963 0.316 6.792 90.301 115.622 7.092 6.752 21.804 6.993 OK_HF_BRB
1053542661964 235 1 79.13 320.0 US_BOZ_--_BHZ BRB L 2003.05.21-18:56:27.02 0.225 1 16.8 P 0.56 0.649 0.649 1.000 85.219 277.510 0.307 5.754 208.532 22.679 7.044 6.762 15.775 6.917 OK_HF_BRB
1053542661964 232 1 78.55 234.9 US_WMOK_--_BHZ BRB L 2003.05.21-18:56:23.63 0.075 1 16.9 P 0.50 0.653 0.653 1.000 43.277 204.540 0.212 6.045 100.422 31.864 7.000 6.800 19.855 6.936 OK_HF_BRB
1053542661964 230 1 77.59 248.6 IU_SAML_00_BHZ BRB L 2003.05.21-18:56:16.55 0.200 1 17.2 P -1.15 0.660 0.660 1.000 33.044 84.543 0.391 8.423 45.935 48.758 6.629 6.838 19.563 6.893 OK_HF_BRB
1053542661964 228 1 77.11 348.0 AK_MCK_--_BHZ BRB - 2003.05.21-18:56:15.26 0.340 0 17.3 P 0.13 0.000 0.664 1.000 45.742 153.827 0.297 4.699 19.649 39.966 7.087 6.927 28.676 6.998 OK_HF_BRB
1053542661964 226 1 76.71 308.9 US_CBKS_--_BHZ BRB L 2003.05.21-18:56:12.34 0.325 1 17.4 P -0.50 0.666 0.666 1.000 218.909 731.954 0.299 3.942 23.670 15.928 7.387 6.784 20.255 7.065 OK_HF_BRB
1053542661964 225 1 75.88 348.0 IU_COLA_00_BHZ BRB - 2003.05.21-18:56:09.71 0.100 0 17.6 P 1.64 0.000 0.672 1.000 92.906 180.089 0.516 7.735 7.083 22.045 6.750 6.693 22.626 7.005 OK_HF_BRB
1053542661964 223 1 75.20 237.7 US_MIAR_--_BHZ BRB - 2003.05.21-18:56:06.55 0.275 -1 17.7 P 2.37 0.000 0.677 1.000 110.147 394.352 0.279 -1.000 5.658 2.522 7.055 -9.000 11.275 -9.000 s/n_BRB_low
1053543075143 222 3 21.72 32.0 GE_SUW_--_BHZ HF L 2003.05.21-18:56:03.75 0.200 -1 37.6 P -1.24 1.000 1.000 1.000 97.996 453.663 0.216 -1.000 5.627 0.834 6.004 -9.000 16.100 -9.000 s/n_BRB_low
1053542661964 220 1 74.28 6.6 IU_BILL_00_BHZ BRB L 2003.05.21-18:55:59.67 0.500 1 17.9 P 0.79 0.684 0.684 1.000 89.708 146.625 0.612 6.764 13.854 34.022 6.902 6.824 26.104 6.903 OK_HF_BRB
1053542661964 218 1 74.24 238.1 NM_UALR_--_BHZ BRB L 2003.05.21-18:55:57.37 1.250 1 18.0 P -1.20 0.684 0.684 1.000 95.067 152.457 0.624 7.571 6.427 99.671 7.096 6.822 14.600 6.907 OK_HF_BRB
1053542661964 216 1 72.37 239.7 US_OXF_--_BHZ BRB L 2003.05.21-18:55:46.09 0.075 1 18.4 P -1.47 0.697 0.697 1.000 334.751 823.627 0.406 3.050 31.474 4.890 7.121 6.534 14.891 6.883 OK_HF_BRB
-1 215 -1 -1 -1 NM_MPH_--_BHZ BRB - 2003.05.21-18:55:45.97 1.250 0 -1.0 -1 -1 -1 -1 1.000 619.363 898.625 0.689 2.866 1.392 6.470 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
-1 214 -1 -1 -1 NM_PVMO_--_BHZ BRB - 2003.05.21-18:55:40.93 2.550 0 -1.0 -1 -1 -1 -1 1.000 3123.785 2035.919 1.534 2.110 1.283 3.466 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
-1 211 -1 -1 -1 NM_UTMT_--_BHZ BRB - 2003.05.21-18:55:37.09 1.650 0 -1.0 -1 -1 -1 -1 1.000 514.086 584.302 0.880 3.547 1.441 10.517 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053543075143 210 3 18.96 347.9 II_ESK_00_BHZ HF L 2003.05.21-18:55:36.70 0.100 -1 38.6 P 1.64 1.000 1.000 1.000 147.215 533.610 0.276 -1.000 7.682 0.874 -9.000 -9.000 11.450 -9.000 s/n_BRB_low
1053542661964 207 1 70.51 303.0 NM_SIUC_--_BHZ BRB L 2003.05.21-18:55:35.46 0.150 1 18.8 P -0.89 0.711 0.711 1.000 124.978 323.344 0.387 5.585 7.619 35.646 6.925 6.635 14.610 6.802 OK_HF_BRB
-1 206 -1 -1 -1 IU_DWPF_00_BHZ BRB L 2003.05.21-18:55:34.79 2.550 1 -1.0 -1 -1 -1 -1 1.000 122.027 203.609 0.599 7.508 2.937 10.253 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053543075143 205 3 18.71 55.9 GE_MLR_--_BHZ HF L 2003.05.21-18:55:33.75 0.100 1 38.7 P 1.15 1.000 1.000 1.000 69.343 124.841 0.555 -1.000 5.733 2.322 5.757 -9.000 13.450 -9.000 s/n_BRB_low
1053542661964 202 1 69.07 302.9 PN_PPPCH_--_BHZ BRB L 2003.05.21-18:55:27.20 0.150 1 19.2 P -0.29 0.721 0.721 1.000 582.638 1693.274 0.344 3.818 8.588 12.481 7.613 7.132 13.350 7.332 OK_HF_BRB
1053542661964 201 1 68.46 308.2 US_JFWS_--_BHZ BRB - 2003.05.21-18:55:23.33 0.200 1 19.3 P -0.40 0.000 0.725 1.000 55.768 119.554 0.466 9.033 5.661 5.285 6.863 6.723 23.813 7.015 OK_HF_BRB
1053543075143 200 3 17.74 339.9 GE_DSB_--_BHZ HF L 2003.05.21-18:55:21.16 0.100 1 44.7 P 0.29 1.000 1.000 1.000 43.999 86.577 0.508 -1.000 3.363 0.977 -9.000 -9.000 -1.000 -9.000 s/n_BRB_low
1053542661964 197 1 67.95 303.2 PN_PPBLO_--_BHZ BRB L 2003.05.21-18:55:20.25 0.150 0 19.4 P -0.24 0.729 0.729 1.000 295.434 629.725 0.469 6.148 4.723 53.083 7.549 7.064 15.857 7.254 OK_HF_BRB
1053543075143 196 3 17.70 90.8 GE_KRIS_--_BHZ HF L 2003.05.21-18:55:20.16 0.200 -1 44.7 P -0.32 1.000 1.000 1.000 65.737 130.093 0.505 -1.000 5.092 1.113 -9.000 -9.000 15.950 -9.000 s/n_BRB_low
1053543075143 194 3 17.42 83.0 GE_APE_--_BHZ HF L 2003.05.21-18:55:16.24 0.150 0 45.0 P -0.70 1.000 1.000 1.000 42.159 139.288 0.303 -1.000 6.255 1.162 -9.000 -9.000 25.267 -9.000 s/n_BRB_low
-1 193 -1 -1 -1 PN_PPMSH_--_BHZ BRB L 2003.05.21-18:55:16.20 1.000 0 -1.0 -1 -1 -1 -1 1.000 352.393 542.622 0.649 2.861 2.102 7.235 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053543075143 192 3 17.18 90.8 MN_IDI_--_BHZ HF L 2003.05.21-18:55:14.71 0.350 -1 45.3 P 0.62 1.000 1.000 1.000 1031.084 1991.595 0.518 -1.000 6.453 1.145 5.847 -9.000 12.411 -9.000 s/n_BRB_low
-1 190 -1 -1 -1 PN_PPMUN_--_BHZ BRB L 2003.05.21-18:55:11.40 1.000 0 -1.0 -1 -1 -1 -1 1.000 483.183 758.430 0.637 5.865 2.986 31.053 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053543075143 189 3 16.39 90.6 GE_SKD_--_BHZ HF L 2003.05.21-18:55:05.26 0.150 1 46.5 P 1.27 1.000 1.000 1.000 49.483 111.113 0.445 -1.000 3.357 1.195 -9.000 -9.000 12.200 -9.000 s/n_BRB_low
1053542661964 187 1 65.06 302.8 US_ACSO_--_BHZ HF L 2003.05.21-18:55:03.86 0.125 -1 20.1 P 1.88 0.750 0.750 1.000 248.451 810.170 0.307 5.084 11.165 4.298 7.163 6.742 17.596 7.051 OK_HF_BRB
1053543075143 186 3 16.17 42.2 GE_PSZ_--_BHZ HF L 2003.05.21-18:55:03.75 0.150 -1 46.9 P 2.45 1.000 1.000 1.000 36.090 107.633 0.335 34.598 5.119 3.663 5.928 -9.000 27.149 -9.000 OK_HF_BRB
-1 184 -1 -1 -1 US_AAM_--_BHZ BRB - 2003.05.21-18:54:58.38 0.625 0 -1.0 -1 -1 -1 -1 1.000 167.595 225.147 0.744 3.627 1.110 14.242 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
-1 183 -1 -1 -1 KZ_ZRN_--_BHZ BRB - 2003.05.21-18:54:51.39 1.275 -1 -1.0 -1 -1 -1 -1 1.000 57.723 104.299 0.553 6.499 1.009 4.671 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
-1 182 -1 -1 -1 IU_SJG_00_BHZ BRB L 2003.05.21-18:54:50.52 0.450 0 -1.0 -1 -1 -1 -1 1.000 76.345 97.017 0.787 6.803 2.590 28.201 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
-1 181 -1 -1 -1 GE_MAHO_--_BHZ HF L 2003.05.21-18:54:49.95 0.100 0 -1.0 -1 -1 -1 -1 1.000 6679.832 16465.169 0.406 -1.000 3.318 0.714 -9.000 -9.000 -1.000 -9.000 s/n_BRB_low
1053542661964 179 1 61.41 301.2 US_SSPA_--_BHZ BRB L 2003.05.21-18:54:37.53 0.150 1 20.9 P -0.29 0.776 0.776 1.000 157.773 361.721 0.436 6.927 69.116 26.815 7.065 6.795 25.899 6.912 OK_HF_BRB
1053542661964 177 1 61.22 299.5 LD_SDMD_--_BHZ BRB L 2003.05.21-18:54:35.93 0.140 1 21.0 P -0.61 0.777 0.777 1.000 295.818 831.789 0.356 7.790 8.798 55.692 6.516 6.706 28.338 6.780 OK_HF_BRB
1053542661964 176 1 60.63 300.0 LD_MVL_--_BHZ BRB - 2003.05.21-18:54:32.15 0.800 1 21.1 P -0.32 0.000 0.781 1.000 296.103 609.874 0.486 6.212 16.330 70.782 6.810 6.528 20.073 6.680 OK_HF_BRB
1053542661964 173 1 59.11 300.0 LD_BRNJ_--_BHZ BRB L 2003.05.21-18:54:23.13 0.150 1 21.5 P 1.13 0.792 0.792 1.000 277.753 544.077 0.511 6.863 3.254 39.603 7.120 6.973 -1.000 -9.000 OK_HF_BRB
1053542661964 170 1 58.64 299.9 LD_CPNY_--_BHZ BRB L 2003.05.21-18:54:19.53 0.075 1 21.6 P 0.77 0.796 0.796 1.000 92.552 252.515 0.367 5.647 4.934 33.695 7.121 6.666 12.700 6.897 OK_HF_BRB
1053542661964 169 1 58.25 302.1 LD_CONY_--_BHZ BRB L 2003.05.21-18:54:19.26 0.100 1 21.7 P 3.16 0.798 0.798 1.000 353.655 1074.854 0.329 6.483 3.785 3.971 7.258 6.825 -1.000 -9.000 OK_HF_BRB
1053542661964 165 1 57.76 305.8 CN_GAC_--_BHZ BRB L 2003.05.21-18:54:13.23 0.125 1 21.8 P 0.59 0.802 0.802 1.000 1132.180 3319.481 0.341 5.951 42.735 101.912 7.166 6.776 20.410 6.898 OK_HF_BRB
1053542661964 164 1 57.43 302.6 LD_ACCN_--_BHZ BRB - 2003.05.21-18:54:09.88 0.525 0 21.9 P -0.46 0.000 0.804 1.000 209.078 320.819 0.652 7.914 8.350 98.949 6.687 6.776 45.016 6.888 OK_HF_BRB
1053542661964 162 1 56.86 341.8 CN_RES_--_BHZ BRB L 2003.05.21-18:54:06.52 0.650 1 22.0 P 0.33 0.808 0.808 1.000 280.881 393.679 0.713 9.482 4.729 57.515 6.690 6.869 63.817 7.081 OK_HF_BRB
1053542661964 159 1 56.32 301.0 IU_HRV_--_BHZ BRB L 2003.05.21-18:54:02.28 0.650 1 22.2 P -0.17 0.812 0.812 1.000 96.409 177.517 0.543 9.339 8.972 60.917 6.907 6.817 15.498 6.906 OK_HF_BRB
1053543075143 158 3 11.87 15.2 II_BFO_00_BHZ HF L 2003.05.21-18:54:00.28 0.100 -1 51.1 P -3.05 1.000 1.000 1.000 4756.382 6831.051 0.696 -1.000 4.108 0.718 -9.000 -9.000 27.384 -9.000 s/n_BRB_low
1053542661964 156 1 55.33 252.9 IU_BBSR_00_BHZ BRB L 2003.05.21-18:53:55.44 2.550 1 22.4 P 0.16 0.819 0.819 1.000 795.533 1549.257 0.513 7.701 3.700 20.953 6.735 6.839 18.115 6.960 OK_HF_BRB
1053542661964 154 1 54.46 60.2 KN_ULHL_--_BHZ BRB L 2003.05.21-18:53:49.03 0.400 1 22.6 P -0.29 0.825 0.825 1.000 59.828 142.717 0.419 5.028 38.830 75.926 6.474 6.538 25.029 6.726 OK_HF_BRB
1053542661964 151 1 53.78 59.6 KN_TKM2_--_BHZ BRB L 2003.05.21-18:53:43.80 0.300 0 22.8 P -0.56 0.830 0.830 1.000 63.780 111.365 0.573 4.906 32.466 60.365 6.688 6.528 19.274 6.703 OK_HF_BRB
1053542661964 149 1 53.11 60.3 KN_AAK_--_BHZ BRB L 2003.05.21-18:53:39.40 0.050 0 22.9 P 0.00 0.835 0.835 1.000 83.366 168.052 0.496 5.203 41.137 84.445 6.744 6.582 20.373 6.752 OK_HF_BRB
1053542661964 147 1 52.60 60.5 KN_EKS2_--_BHZ BRB L 2003.05.21-18:53:35.33 0.250 1 23.0 P -0.27 0.839 0.839 1.000 147.703 308.535 0.479 4.602 149.241 113.888 6.934 6.614 16.400 6.761 OK_HF_BRB
1053542661964 143 1 49.96 314.8 CN_SCHQ_--_BHZ BRB L 2003.05.21-18:53:14.98 0.075 1 23.7 P -0.61 0.858 0.858 1.000 1001.850 2997.011 0.334 7.215 82.170 55.640 6.906 6.716 19.353 6.965 OK_HF_BRB
1053542661964 141 1 49.79 326.5 CN_FRB_--_BHZ BRB L 2003.05.21-18:53:13.42 1.275 1 23.7 P -0.86 0.859 0.859 1.000 608.956 1125.226 0.541 9.318 11.549 53.748 6.686 6.943 23.297 6.943 OK_HF_BRB
1053542661964 139 1 49.12 133.1 IU_KMBO_00_BHZ BRB L 2003.05.21-18:53:09.80 1.250 1 23.9 P 0.32 0.864 0.864 1.000 73.633 224.451 0.328 9.111 54.533 40.022 6.752 6.936 17.250 6.930 OK_HF_BRB
1053542661964 136 1 48.33 48.4 KZ_VOS_--_BHZ BRB L 2003.05.21-18:53:02.69 0.100 1 24.1 P -0.39 0.869 0.869 1.000 0.000 375.467 0.000 6.125 333.826 77.874 6.850 6.638 16.450 6.762 OK_HF_BRB
1053542661964 134 1 47.11 48.3 KZ_ZRN_--_BHZ BRB L 2003.05.21-18:52:53.09 0.625 0 24.4 P -0.57 0.878 0.878 1.000 232.551 832.547 0.279 4.790 558.166 86.969 7.053 6.654 16.450 6.749 OK_HF_BRB
1053542661964 132 1 45.14 306.1 CN_DRLN_--_BHZ BRB L 2003.05.21-18:52:37.80 0.150 1 24.8 P -0.28 0.892 0.892 1.000 936.273 2270.664 0.412 8.138 27.689 42.852 6.881 6.823 21.491 6.961 OK_HF_BRB
1053542661964 131 1 45.10 140.2 II_MBAR_00_BHZ BRB - 2003.05.21-18:52:37.28 0.050 1 24.8 P -0.72 0.000 0.892 1.000 230.097 471.317 0.488 8.043 61.748 46.646 6.526 6.822 17.124 6.822 OK_HF_BRB
1053542661964 125 1 42.18 2.3 IU_KBS_00_BHZ BRB L 2003.05.21-18:52:15.97 0.100 1 25.5 P 1.75 0.913 0.913 1.000 211.709 561.513 0.377 8.492 70.823 83.207 6.826 6.884 15.500 6.884 OK_HF_BRB
1053542661964 124 1 42.19 2.3 GE_KBS_00_BHZ BRB L 2003.05.21-18:52:15.97 0.100 1 25.5 P 1.67 0.913 0.913 1.000 211.709 561.513 0.377 8.492 70.823 83.207 6.826 6.884 15.500 6.884 OK_HF_BRB
1053542661964 122 1 41.42 342.3 GE_SUMG_--_BHZ BRB L 2003.05.21-18:52:09.25 0.250 1 25.7 P 0.68 0.919 0.919 1.000 95.058 302.556 0.314 6.478 32.200 43.079 7.003 -9.000 26.943 7.510 OK_HF_BRB
1053542661964 119 1 40.99 43.6 II_ARU_00_BHZ BRB L 2003.05.21-18:52:03.64 0.150 1 25.8 P -0.87 0.922 0.922 1.000 801.985 2351.475 0.341 4.218 183.885 143.709 6.734 6.479 15.750 6.590 OK_HF_BRB
-1 117 -1 -1 -1 GT_DBIC_00_BHZ BRB - 2003.05.21-18:50:48.05 0.100 -1 -1.0 -1 -1 -1 -1 1.000 3231.139 2778.616 1.163 5.207 1.494 28.541 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053542661964 116 1 31.96 71.4 IU_GNI_00_BHZ BRB L 2003.05.21-18:50:47.29 0.250 1 27.7 P -0.47 0.986 0.986 1.000 207.641 162.765 1.276 6.317 12.783 66.142 6.734 6.942 195.600 7.780 OK_HF_BRB
1053542661964 110 1 30.18 64.2 II_KIV_00_BHZ BRB L 2003.05.21-18:50:31.24 0.300 1 27.9 P -0.73 0.999 0.999 1.000 279.908 217.350 1.288 6.320 15.012 67.188 6.429 6.845 215.100 7.580 OK_HF_BRB
1053542661964 107 1 27.36 76.4 GE_MALT_--_BHZ BRB L 2003.05.21-18:50:06.63 0.150 1 28.3 P -0.22 1.000 1.000 1.000 175.003 232.386 0.753 4.403 111.005 92.761 6.453 6.756 54.491 -9.000 OK_HF_BRB
-1 106 -1 -1 -1 MN_AQU_--_BHZ BRB - 2003.05.21-18:50:05.43 0.500 -1 -1.0 -1 -1 -1 -1 1.000 120.270 113.995 1.055 23.823 0.652 5.365 -9.000 -9.000 -1.000 -9.000 s/n_HF_low
1053542661964 104 1 26.94 96.4 GE_EIL_--_BHZ BRB L 2003.05.21-18:50:03.66 0.200 1 28.4 P 0.70 1.000 1.000 1.000 278.995 401.940 0.694 7.280 93.733 74.091 6.523 6.836 32.319 -9.000 OK_HF_BRB
1053542661964 102 1 26.27 91.4 GE_KSDI_--_BHZ BRB L 2003.05.21-18:49:58.58 0.250 -1 28.5 P 1.68 1.000 1.000 1.000 1192.976 1285.160 0.928 4.745 175.108 137.899 7.245 6.823 45.044 -9.000 OK_HF_BRB
1053542661964 100 1 23.94 94.3 GE_CSS_--_BHZ BRB - 2003.05.21-18:49:34.94 0.600 1 28.9 P -0.83 0.000 1.000 1.000 560.122 818.410 0.684 6.321 77.046 9.613 6.824 7.183 31.598 -9.000 OK_HF_BRB
1053542661964 98 1 23.22 281.1 II_CMLA_00_BHZ BRB L 2003.05.21-18:49:28.47 2.550 1 33.8 P -0.31 1.000 1.000 1.000 822.323 594.255 1.384 8.165 3.532 16.543 6.563 7.305 88.695 -9.000 OK_HF_BRB
1053542661964 96 1 22.86 73.6 IU_ANTO_00_BHZ BRB L 2003.05.21-18:49:24.85 0.200 1 34.0 P -0.24 1.000 1.000 1.000 216.024 217.057 0.995 7.484 14.740 182.786 6.392 6.912 122.650 -9.000 OK_HF_BRB
1053542661964 93 1 21.73 31.9 GE_SUW_--_BHZ BRB L 2003.05.21-18:49:11.50 0.150 1 34.5 P -1.40 1.000 1.000 1.000 1091.560 2363.862 0.462 4.258 92.834 205.473 7.037 7.034 25.187 -9.000 OK_HF_BRB
1053542661964 91 1 21.22 79.3 GE_ISP_--_BHZ BRB L 2003.05.21-18:49:07.49 0.500 1 34.7 P -0.04 1.000 1.000 1.000 452.661 735.434 0.616 6.814 18.306 207.112 6.598 -9.000 21.857 -9.000 OK_HF_BRB
1053542661964 85 1 19.03 347.8 II_ESK_00_BHZ BRB L 2003.05.21-18:48:44.45 0.650 1 35.4 P 0.92 1.000 1.000 1.000 948.062 2547.093 0.372 13.195 202.891 138.078 6.319 6.996 19.201 -9.000 OK_HF_BRB
